question_text,expected_answer,bloom_label,complexity_score,technology
What is the RegExp.prototype.test() method and its performance implications?,"test() returns boolean indicating if pattern matches string. It's more efficient than match() when you only need to know if match exists. For global regexes, test() maintains lastIndex state, which can cause unexpected behavior in repeated calls.",APPLY,5.9,javascript
What is the difference between event.stopImmediatePropagation() and event.stopPropagation()?,event.stopPropagation() prevents the event from bubbling up to parent elements but allows other event listeners on the same element to execute. event.stopImmediatePropagation() prevents both event bubbling and stops other event listeners on the same element from executing. It provides more complete event control.,REMEMBER,4.4,javascript
What is React?,"React is an efficient, flexible, and open-source JavaScript library that allows developers to create simple, fast, and scalable web applications. It was created by Jordan Walke, a software engineer working for Facebook, and is used to build reusable components for the view layer in the MVC architecture.",CREATE,5.8,react
What are the main features of React?,"React's main features include: Virtual DOM for efficient updates and rendering, Component-Based Architecture for reusable and modular code, JSX syntax extension for describing UI, One-way data binding for predictable data flow, and High performance through selective component updates rather than full re-renders.",REMEMBER,3.8,react
What is JSX?,"JSX is a syntax extension of JavaScript used with React to describe the user interface's appearance. Using JSX, developers can write HTML structures in the same file that contains JavaScript code, making it easier to create and visualize UI components.",CREATE,5.4,react
Can web browsers read JSX directly?,"No, web browsers cannot read JSX directly. JSX needs to be transpiled into regular JavaScript before browsers can understand it. This is typically done using tools like Babel during the build process.",REMEMBER,1.8,react
What is the Virtual DOM?,"The Virtual DOM is a lightweight representation of the real DOM kept in memory. When an object's state changes, the virtual DOM changes only that object in the real DOM rather than updating all objects, resulting in better performance through efficient diffing and selective updates.",REMEMBER,4.1,react
What are components in React?,"Components are the building blocks of any React application. A single app usually consists of multiple components that split the user interface into independent, reusable parts that can be processed separately, promoting modularity and maintainability.",APPLY,3.9,react
What are the types of components in React?,React has two main types of components: Functional Components (simple JavaScript functions that return JSX) and Class Components (ES6 classes that extend React.Component and have additional features like state and lifecycle methods).,REMEMBER,3.6,react
What are props in React?,Props (properties) are read-only inputs passed to components that allow data to be passed from parent to child components. They help make components reusable and dynamic by providing external data and configuration.,REMEMBER,2.8,react
What is the difference between state and props?,State is internal data managed by the component that can change over time and triggers re-renders when modified. Props are external data passed to the component from its parent that is read-only and cannot be modified by the receiving component.,REMEMBER,3.2,react
What are Pure Components?,"Pure Components are components that only re-render when their props or state actually change, providing performance optimization by preventing unnecessary re-renders. They implement a shallow comparison of props and state to determine if re-rendering is needed.",APPLY,5.6,react
What is state in React?,"State is an object that holds data that can change over the lifetime of a component. When state changes, the component re-renders to reflect the new data, making the UI reactive to data changes.",REMEMBER,1.8,react
